CHROM BIN_START 99999 SNP_COUNT
Chr01 34100000 34199999 3251
Chr01 34200000 34299999 2676
Chr01 34300000 34399999 2801
Chr01 34400000 34499999 2582
Chr01 34500000 34599999 2576
Chr01 34600000 34699999 2536
Chr01 34700000 34799999 2519
Chr01 34800000 34899999 2396
Chr01 34900000 34999999 2018
Chr01 35000000 35099999 2368
Chr01 35100000 35199999 2347
Chr01 35200000 35299999 2043
Chr01 35300000 35399999 2702
Chr01 35400000 35499999 2683
Chr01 35500000 35599999 2966
Chr01 35600000 35699999 3922
Chr01 35700000 35799999 4149
Chr01 35800000 35899999 3635
Chr01 35900000 35999999 3823
Chr01 36000000 36099999 4387
Chr01 36100000 36199999 3502
Chr01 36200000 36299999 2863
Chr01 36300000 36399999 2748
Chr01 36400000 36499999 2841
Chr01 36500000 36599999 3050
Chr01 36600000 36699999 2803
Chr01 36700000 36799999 2270
Chr01 36800000 36899999 2706
Chr01 36900000 36999999 2231
Chr01 37000000 37099999 2556
Chr01 37100000 37199999 2412
Chr01 37200000 37299999 2591
Chr01 37300000 37399999 2337
Chr01 37400000 37499999 3070
Chr01 37500000 37599999 3255
Chr01 37600000 37699999 3320
Chr01 37700000 37799999 3234
Chr01 37800000 37899999 3321
Chr01 37900000 37999999 2686
Chr01 38000000 38099999 2273
Chr01 38100000 38199999 3142
Chr01 38200000 38299999 2641
Chr01 38300000 38399999 2882
Chr01 38400000 38499999 3175
Chr01 38500000 38599999 3125
Chr01 38600000 38699999 3372
Chr01 38700000 38799999 2918
Chr01 38800000 38899999 3287
Chr01 38900000 38999999 3439
Chr01 39000000 39099999 2935
Chr01 39100000 39199999 2806
Chr01 39200000 39299999 3508
Chr01 39300000 39399999 3061
Chr01 39400000 39499999 2688
Chr01 39500000 39599999 3626
Chr01 39600000 39699999 3310
Chr01 39700000 39799999 3298
Chr01 39800000 39899999 3037
Chr01 39900000 39999999 2686
Chr01 40000000 40099999 3709
Chr01 40100000 40199999 3814
Chr01 40200000 40299999 3468
Chr01 40300000 40399999 2605
Chr01 40400000 40499999 2666
Chr01 40500000 40599999 2730
Chr01 40600000 40699999 3282
Chr01 40700000 40799999 2851
Chr01 40800000 40899999 3310
Chr01 40900000 40999999 3502
Chr01 41000000 41099999 2926
Chr01 41100000 41199999 3108
Chr01 41200000 41299999 2973
Chr01 41300000 41399999 3163
Chr01 41400000 41499999 3055
Chr01 41500000 41599999 2980
Chr01 41600000 41699999 3569
Chr01 41700000 41799999 3116
Chr01 41800000 41899999 2903
Chr01 41900000 41999999 2381
Chr01 42000000 42099999 3672
Chr01 42100000 42199999 3281
Chr01 42200000 42299999 3439
Chr01 42300000 42399999 2862
Chr01 42400000 42499999 3231
Chr01 42500000 42599999 2693
Chr01 42600000 42699999 2953
Chr01 42700000 42799999 2526
Chr01 42800000 42899999 3616
Chr01 42900000 42999999 3427
Chr01 43000000 43099999 3572
Chr01 43100000 43199999 2814
Chr01 43200000 43299999 3516
Chr01 43300000 43399999 3258
Chr01 43400000 43499999 3098
Chr01 43500000 43599999 3189
Chr01 43600000 43699999 3361
Chr01 43700000 43799999 2913
Chr01 43800000 43899999 3444
Chr01 43900000 43999999 3445
Chr01 44000000 44099999 3392
Chr01 44100000 44199999 3350
Chr01 44200000 44299999 3092
Chr01 44300000 44399999 3511
Chr01 44400000 44499999 2996
Chr01 44500000 44599999 2916
Chr01 44600000 44699999 2991
Chr01 44700000 44799999 3448
Chr01 44800000 44899999 3461
Chr01 44900000 44999999 2894
Chr01 45000000 45099999 3101
Chr01 45100000 45199999 3589
Chr01 45200000 45299999 3193
Chr01 45300000 45399999 3120
Chr01 45400000 45499999 3299
Chr01 45500000 45599999 3549
Chr01 45600000 45699999 3471
Chr01 45700000 45799999 3312
Chr01 45800000 45899999 3634
Chr01 45900000 45999999 3455
Chr01 46000000 46099999 3021
Chr01 46100000 46199999 3254
Chr01 46200000 46299999 3076
Chr01 46300000 46399999 2924
Chr01 46400000 46499999 3518
Chr01 46500000 46599999 3251
Chr01 46600000 46699999 3507
Chr01 46700000 46799999 2785
Chr01 46800000 46899999 2432
Chr01 46900000 46999999 3005
Chr01 47000000 47099999 2615
Chr01 47100000 47199999 3627
Chr01 47200000 47299999 2972
Chr01 47300000 47399999 3585
Chr01 47400000 47499999 2292
Chr01 47500000 47599999 2093
Chr01 47600000 47699999 3269
Chr01 47700000 47799999 3193
Chr01 47800000 47899999 3559
Chr01 47900000 47999999 3574
Chr01 48000000 48099999 3551
Chr01 48100000 48199999 3220
Chr01 48200000 48299999 3829
Chr01 48300000 48399999 3509
Chr01 48400000 48499999 3088
Chr01 48500000 48599999 2595
Chr01 48600000 48699999 3957
Chr01 48700000 48799999 2379
Chr01 48800000 48899999 2343
Chr01 48900000 48999999 2660
Chr01 49000000 49099999 3351
Chr01 49100000 49199999 3402
Chr01 49200000 49299999 3063
Chr01 49300000 49399999 2411
Chr01 49400000 49499999 1230
Chr02 0 99999 2495
Chr02 100000 199999 2133
Chr02 200000 299999 1842
Chr02 300000 399999 2332
Chr02 400000 499999 2513
Chr02 500000 599999 2855
Chr02 600000 699999 2780
Chr02 700000 799999 3060
Chr02 800000 899999 2405
Chr02 900000 999999 2852
Chr02 1000000 1099999 3529
Chr02 1100000 1199999 3431
Chr02 1200000 1299999 3882
Chr02 1300000 1399999 2997
Chr02 1400000 1499999 3096
Chr02 1500000 1599999 2949
Chr02 1600000 1699999 3301
Chr02 1700000 1799999 3322
Chr02 1800000 1899999 2745
Chr02 1900000 1999999 3302
Chr02 2000000 2099999 3346
Chr02 2100000 2199999 2665
Chr02 2200000 2299999 2960
Chr02 2300000 2399999 2930
Chr02 2400000 2499999 2991
Chr02 2500000 2599999 3143
Chr02 2600000 2699999 3521
Chr02 2700000 2799999 3504
Chr02 2800000 2899999 2920
Chr02 2900000 2999999 2767
Chr02 3000000 3099999 3064
Chr02 3100000 3199999 2989
Chr02 3200000 3299999 2638
Chr02 3300000 3399999 2175
Chr02 3400000 3499999 2611
Chr02 3500000 3599999 2630
Chr02 3600000 3699999 3125
Chr02 3700000 3799999 2477
Chr02 3800000 3899999 1799
Chr02 3900000 3999999 2065
Chr02 4000000 4099999 3111
Chr02 4100000 4199999 2006
Chr02 4200000 4299999 2356
Chr02 4300000 4399999 2686
Chr02 4400000 4499999 3205
Chr02 4500000 4599999 3011
Chr02 4600000 4699999 2395
Chr02 4700000 4799999 4862
Chr02 4800000 4899999 4086
Chr02 4900000 4999999 4891
Chr02 5000000 5099999 3725
Chr02 5100000 5199999 4171
Chr02 5200000 5299999 3842
Chr02 5300000 5399999 3126
Chr02 5400000 5499999 2961
Chr02 5500000 5599999 2991
Chr02 5600000 5699999 2385
Chr02 5700000 5799999 2661
Chr02 5800000 5899999 2690
Chr02 5900000 5999999 2944
Chr02 6000000 6099999 2829
Chr02 6100000 6199999 1953
Chr02 6200000 6299999 2933
Chr02 6300000 6399999 2739
Chr02 6400000 6499999 2558
Chr02 6500000 6599999 3113
Chr02 6600000 6699999 2154
Chr02 6700000 6799999 1926
Chr02 6800000 6899999 3412
Chr02 6900000 6999999 3166
Chr02 7000000 7099999 3139
Chr02 7100000 7199999 2449
Chr02 7200000 7299999 3593
Chr02 7300000 7399999 2567
Chr02 7400000 7499999 2626
Chr02 7500000 7599999 2835
Chr02 7600000 7699999 2775
Chr02 7700000 7799999 3069
Chr02 7800000 7899999 3432
Chr02 7900000 7999999 2825
Chr02 8000000 8099999 2969
Chr02 8100000 8199999 3317
Chr02 8200000 8299999 3027
Chr02 8300000 8399999 2973
Chr02 8400000 8499999 3483
Chr02 8500000 8599999 2839
Chr02 8600000 8699999 2887
Chr02 8700000 8799999 2656
Chr02 8800000 8899999 2695
Chr02 8900000 8999999 3159
Chr02 9000000 9099999 3451
Chr02 9100000 9199999 2633
Chr02 9200000 9299999 3360
Chr02 9300000 9399999 3618
Chr02 9400000 9499999 2579
Chr02 9500000 9599999 3172
Chr02 9600000 9699999 3816
Chr02 9700000 9799999 3407
Chr02 9800000 9899999 3086
Chr02 9900000 9999999 2873
Chr02 10000000 10099999 2010
Chr02 10100000 10199999 1981
Chr02 10200000 10299999 1868
Chr02 10300000 10399999 1974
Chr02 10400000 10499999 3003
Chr02 10500000 10599999 3596
Chr02 10600000 10699999 3701
Chr02 10700000 10799999 3223
Chr02 10800000 10899999 3197
Chr02 10900000 10999999 3611
Chr02 11000000 11099999 3415
Chr02 11100000 11199999 4009
Chr02 11200000 11299999 3824
Chr02 11300000 11399999 2665
Chr02 11400000 11499999 2482
Chr02 11500000 11599999 3176
Chr02 11600000 11699999 3219
Chr02 11700000 11799999 2966
Chr02 11800000 11899999 4027
Chr02 11900000 11999999 3930
Chr02 12000000 12099999 3866
Chr02 12100000 12199999 3155
Chr02 12200000 12299999 3877
Chr02 12300000 12399999 2496
Chr02 12400000 12499999 2000
Chr02 12500000 12599999 2402
Chr02 12600000 12699999 3227
Chr02 12700000 12799999 3709
Chr02 12800000 12899999 3342
Chr02 12900000 12999999 3110
Chr02 13000000 13099999 3760
Chr02 13100000 13199999 3192
Chr02 13200000 13299999 3086
Chr02 13300000 13399999 3450
Chr02 13400000 13499999 3570
Chr02 13500000 13599999 2315
Chr02 13600000 13699999 2397
Chr02 13700000 13799999 3046
Chr02 13800000 13899999 1853
Chr02 13900000 13999999 2115
Chr02 14000000 14099999 2020
Chr02 14100000 14199999 3308
Chr02 14200000 14299999 3506
Chr02 14300000 14399999 3968
Chr02 14400000 14499999 3356
Chr02 14500000 14599999 3625
Chr02 14600000 14699999 3513
Chr02 14700000 14799999 3988
Chr02 14800000 14899999 3317
Chr02 14900000 14999999 3980
Chr02 15000000 15099999 3246
Chr02 15100000 15199999 2420
Chr02 15200000 15299999 3666
Chr02 15300000 15399999 3429
Chr02 15400000 15499999 2948
Chr02 15500000 15599999 2817
Chr02 15600000 15699999 2974
Chr02 15700000 15799999 3126
Chr02 15800000 15899999 3169
Chr02 15900000 15999999 3439
Chr02 16000000 16099999 2163
Chr02 16100000 16199999 3336
Chr02 16200000 16299999 3527
Chr02 16300000 16399999 3581
Chr02 16400000 16499999 3613
Chr02 16500000 16599999 4093
Chr02 16600000 16699999 3847
Chr02 16700000 16799999 3591
Chr02 16800000 16899999 2137
Chr02 16900000 16999999 3882
Chr02 17000000 17099999 2763
Chr02 17100000 17199999 2634
Chr02 17200000 17299999 2596
Chr02 17300000 17399999 2209
Chr02 17400000 17499999 2435
Chr02 17500000 17599999 2835
Chr02 17600000 17699999 3468
Chr02 17700000 17799999 2942
Chr02 17800000 17899999 2965
Chr02 17900000 17999999 3599
Chr02 18000000 18099999 3781
Chr02 18100000 18199999 3307
Chr02 18200000 18299999 3422
Chr02 18300000 18399999 3228
Chr02 18400000 18499999 2051
Chr02 18500000 18599999 2347
Chr02 18600000 18699999 2769
Chr02 18700000 18799999 4046
Chr02 18800000 18899999 3050
Chr02 18900000 18999999 3570
Chr02 19000000 19099999 2732
Chr02 19100000 19199999 3701
Chr02 19200000 19299999 3576
Chr02 19300000 19399999 3567
Chr02 19400000 19499999 3270
Chr02 19500000 19599999 3957
Chr02 19600000 19699999 3454
Chr02 19700000 19799999 3609
Chr02 19800000 19899999 3442
Chr02 19900000 19999999 3360
Chr02 20000000 20099999 2889
Chr02 20100000 20199999 3275
Chr02 20200000 20299999 4017
Chr02 20300000 20399999 3474
Chr02 20400000 20499999 2635
Chr02 20500000 20599999 3653
Chr02 20600000 20699999 3652
Chr02 20700000 20799999 3283
Chr02 20800000 20899999 3487
Chr02 20900000 20999999 2979
Chr02 21000000 21099999 2812
Chr02 21100000 21199999 2842
Chr02 21200000 21299999 3043
Chr02 21300000 21399999 2162
Chr02 21400000 21499999 2968
Chr02 21500000 21599999 2382
Chr02 21600000 21699999 2189
Chr02 21700000 21799999 2926
Chr02 21800000 21899999 4018
Chr02 21900000 21999999 3643
Chr02 22000000 22099999 3175
Chr02 22100000 22199999 3555
Chr02 22200000 22299999 3210
Chr02 22300000 22399999 3328
Chr02 22400000 22499999 2461
Chr02 22500000 22599999 2633
Chr02 22600000 22699999 2309
Chr02 22700000 22799999 2980
Chr02 22800000 22899999 2379
Chr02 22900000 22999999 1455
Chr02 23000000 23099999 2082
Chr02 23100000 23199999 2730
Chr02 23200000 23299999 3059
Chr02 23300000 23399999 3287
Chr02 23400000 23499999 3216
Chr02 23500000 23599999 3255
Chr02 23600000 23699999 3679
Chr02 23700000 23799999 3640
Chr02 23800000 23899999 3283
Chr02 23900000 23999999 3300
Chr02 24000000 24099999 3180
Chr02 24100000 24199999 2979
Chr02 24200000 24299999 3534
Chr02 24300000 24399999 3090
Chr02 24400000 24499999 3602
Chr02 24500000 24599999 3381
Chr02 24600000 24699999 3332
Chr02 24700000 24799999 3147
Chr02 24800000 24899999 3240
Chr02 24900000 24999999 3662
Chr02 25000000 25099999 3580
Chr02 25100000 25199999 3639
Chr02 25200000 25299999 3537
Chr02 25300000 25399999 3414
Chr02 25400000 25499999 1633
Chr02 25500000 25599999 3065
Chr02 25600000 25699999 3929
Chr02 25700000 25799999 3559
Chr02 25800000 25899999 2899
Chr02 25900000 25999999 3651
Chr02 26000000 26099999 3105
Chr02 26100000 26199999 2799
Chr02 26200000 26299999 2308
Chr02 26300000 26399999 3251
Chr02 26400000 26499999 3272
Chr02 26500000 26599999 3437
Chr02 26600000 26699999 2374
Chr02 26700000 26799999 2250
Chr02 26800000 26899999 2037
Chr02 26900000 26999999 3357
Chr02 27000000 27099999 3591
Chr02 27100000 27199999 3614
Chr02 27200000 27299999 3452
Chr02 27300000 27399999 3896
Chr02 27400000 27499999 3683
Chr02 27500000 27599999 2806
Chr02 27600000 27699999 3582
Chr02 27700000 27799999 3384
Chr02 27800000 27899999 3809
Chr02 27900000 27999999 2332
Chr02 28000000 28099999 3524
Chr02 28100000 28199999 3412
Chr02 28200000 28299999 3489
Chr02 28300000 28399999 3901
Chr02 28400000 28499999 4097
Chr02 28500000 28599999 3258
Chr02 28600000 28699999 2184
Chr02 28700000 28799999 2115
Chr02 28800000 28899999 1823
Chr02 28900000 28999999 2412
Chr02 29000000 29099999 2187
Chr02 29100000 29199999 2248
Chr02 29200000 29299999 1840
Chr02 29300000 29399999 2301
Chr02 29400000 29499999 2551
Chr02 29500000 29599999 2155
Chr02 29600000 29699999 3735
Chr02 29700000 29799999 3126
Chr02 29800000 29899999 4106
Chr02 29900000 29999999 3338
Chr02 30000000 30099999 4143
Chr02 30100000 30199999 3465
Chr02 30200000 30299999 3149
Chr02 30300000 30399999 3886
Chr02 30400000 30499999 3834
Chr02 30500000 30599999 3641
Chr02 30600000 30699999 3916
Chr02 30700000 30799999 3587
Chr02 30800000 30899999 4342
Chr02 30900000 30999999 3915
Chr02 31000000 31099999 3455
Chr02 31100000 31199999 3000
Chr02 31200000 31299999 2997
Chr02 31300000 31399999 3556
Chr02 31400000 31499999 2896
Chr02 31500000 31599999 2599
Chr02 31600000 31699999 3369
Chr02 31700000 31799999 2924
Chr02 31800000 31899999 3850
Chr02 31900000 31999999 3688
Chr02 32000000 32099999 3621
Chr02 32100000 32199999 2649
Chr02 32200000 32299999 3472
Chr02 32300000 32399999 2957
Chr02 32400000 32499999 3659
Chr02 32500000 32599999 3947
Chr02 32600000 32699999 3547
Chr02 32700000 32799999 3617
Chr02 32800000 32899999 2636
Chr02 32900000 32999999 2445
Chr02 33000000 33099999 1894
Chr02 33100000 33199999 2534
Chr02 33200000 33299999 3407
Chr02 33300000 33399999 3881
Chr02 33400000 33499999 3719
Chr02 33500000 33599999 3104
Chr02 33600000 33699999 3367
Chr02 33700000 33799999 3867
Chr02 33800000 33899999 3767
Chr02 33900000 33999999 3511
Chr02 34000000 34099999 3848
Chr02 34100000 34199999 3877
Chr02 34200000 34299999 3406
Chr02 34300000 34399999 3662
Chr02 34400000 34499999 1980
Chr02 34500000 34599999 2480
Chr02 34600000 34699999 3205
Chr02 34700000 34799999 3492
Chr02 34800000 34899999 3149
Chr02 34900000 34999999 3416
Chr02 35000000 35099999 3789
Chr02 35100000 35199999 3435
Chr02 35200000 35299999 3490
Chr02 35300000 35399999 3565
Chr02 35400000 35499999 3438
Chr02 35500000 35599999 3028
Chr02 35600000 35699999 3218
Chr02 35700000 35799999 2829
Chr02 35800000 35899999 3469
Chr02 35900000 35999999 3378
Chr02 36000000 36099999 2676
Chr02 36100000 36199999 2941
Chr02 36200000 36299999 3072
Chr02 36300000 36399999 3060
Chr02 36400000 36499999 3143
Chr02 36500000 36599999 3289
Chr02 36600000 36699999 3721
Chr02 36700000 36799999 3366
Chr02 36800000 36899999 3393
Chr02 36900000 36999999 4088
Chr02 37000000 37099999 3179
Chr02 37100000 37199999 2839
Chr02 37200000 37299999 2177
Chr02 37300000 37399999 2580
Chr02 37400000 37499999 3209
Chr02 37500000 37599999 2675
Chr02 37600000 37699999 3043
Chr02 37700000 37799999 2415
Chr02 37800000 37899999 2158
