CHROM BIN_START 99999 SNP_COUNT
Chr01 26000000 26099999 24113
Chr01 26100000 26199999 23684
Chr01 26200000 26299999 19108
Chr01 26300000 26399999 18414
Chr01 26400000 26499999 18225
Chr01 26500000 26599999 11573
Chr01 26600000 26699999 16652
Chr01 26700000 26799999 21525
Chr01 26800000 26899999 25537
Chr01 26900000 26999999 25138
Chr01 27000000 27099999 26391
Chr01 27100000 27199999 25406
Chr01 27200000 27299999 18340
Chr01 27300000 27399999 23444
Chr01 27400000 27499999 28456
Chr01 27500000 27599999 26524
Chr01 27600000 27699999 16743
Chr01 27700000 27799999 23360
Chr01 27800000 27899999 25995
Chr01 27900000 27999999 24138
Chr01 28000000 28099999 21724
Chr01 28100000 28199999 27694
Chr01 28200000 28299999 24531
Chr01 28300000 28399999 27168
Chr01 28400000 28499999 24012
Chr01 28500000 28599999 20456
Chr01 28600000 28699999 19814
Chr01 28700000 28799999 23766
Chr01 28800000 28899999 21997
Chr01 28900000 28999999 28751
Chr01 29000000 29099999 25326
Chr01 29100000 29199999 25029
Chr01 29200000 29299999 26661
Chr01 29300000 29399999 27589
Chr01 29400000 29499999 28175
Chr01 29500000 29599999 28487
Chr01 29600000 29699999 23109
Chr01 29700000 29799999 29260
Chr01 29800000 29899999 24375
Chr01 29900000 29999999 26999
Chr01 30000000 30099999 27707
Chr01 30100000 30199999 22533
Chr01 30200000 30299999 26274
Chr01 30300000 30399999 24230
Chr01 30400000 30499999 25367
Chr01 30500000 30599999 18651
Chr01 30600000 30699999 21941
Chr01 30700000 30799999 25999
Chr01 30800000 30899999 20472
Chr01 30900000 30999999 22991
Chr01 31000000 31099999 18100
Chr01 31100000 31199999 27672
Chr01 31200000 31299999 29461
Chr01 31300000 31399999 27629
Chr01 31400000 31499999 25324
Chr01 31500000 31599999 26993
Chr01 31600000 31699999 20575
Chr01 31700000 31799999 20113
Chr01 31800000 31899999 19359
Chr01 31900000 31999999 20500
Chr01 32000000 32099999 22068
Chr01 32100000 32199999 20915
Chr01 32200000 32299999 20851
Chr01 32300000 32399999 17885
Chr01 32400000 32499999 21395
Chr01 32500000 32599999 24599
Chr01 32600000 32699999 19781
Chr01 32700000 32799999 21291
Chr01 32800000 32899999 19543
Chr01 32900000 32999999 23494
Chr01 33000000 33099999 26310
Chr01 33100000 33199999 23019
Chr01 33200000 33299999 26100
Chr01 33300000 33399999 26522
Chr01 33400000 33499999 27885
Chr01 33500000 33599999 24129
Chr01 33600000 33699999 26954
Chr01 33700000 33799999 26788
Chr01 33800000 33899999 25825
Chr01 33900000 33999999 24546
Chr01 34000000 34099999 26881
Chr01 34100000 34199999 24484
Chr01 34200000 34299999 24383
Chr01 34300000 34399999 23021
Chr01 34400000 34499999 25540
Chr01 34500000 34599999 23367
Chr01 34600000 34699999 23508
Chr01 34700000 34799999 23455
Chr01 34800000 34899999 24301
Chr01 34900000 34999999 22581
Chr01 35000000 35099999 24178
Chr01 35100000 35199999 23309
Chr01 35200000 35299999 23298
Chr01 35300000 35399999 24588
Chr01 35400000 35499999 23810
Chr01 35500000 35599999 24031
Chr01 35600000 35699999 23001
Chr01 35700000 35799999 21326
Chr01 35800000 35899999 20546
Chr01 35900000 35999999 21432
Chr01 36000000 36099999 21732
Chr01 36100000 36199999 23546
Chr01 36200000 36299999 21925
Chr01 36300000 36399999 21881
Chr01 36400000 36499999 25492
Chr01 36500000 36599999 25830
Chr01 36600000 36699999 24638
Chr01 36700000 36799999 19034
Chr01 36800000 36899999 16909
Chr01 36900000 36999999 23564
Chr01 37000000 37099999 23490
Chr01 37100000 37199999 24871
Chr01 37200000 37299999 21235
Chr01 37300000 37399999 22254
Chr01 37400000 37499999 27588
Chr01 37500000 37599999 25790
Chr01 37600000 37699999 26341
Chr01 37700000 37799999 27023
Chr01 37800000 37899999 27564
Chr01 37900000 37999999 25669
Chr01 38000000 38099999 22449
Chr01 38100000 38199999 27081
Chr01 38200000 38299999 24955
Chr01 38300000 38399999 24817
Chr01 38400000 38499999 26478
Chr01 38500000 38599999 24596
Chr01 38600000 38699999 26135
Chr01 38700000 38799999 27279
Chr01 38800000 38899999 28370
Chr01 38900000 38999999 26278
Chr01 39000000 39099999 22731
Chr01 39100000 39199999 28313
Chr01 39200000 39299999 28102
Chr01 39300000 39399999 29994
Chr01 39400000 39499999 27200
Chr01 39500000 39599999 28791
Chr01 39600000 39699999 30044
Chr01 39700000 39799999 26279
Chr01 39800000 39899999 26322
Chr01 39900000 39999999 21814
Chr01 40000000 40099999 27351
Chr01 40100000 40199999 30023
Chr01 40200000 40299999 28157
Chr01 40300000 40399999 18697
Chr01 40400000 40499999 28393
Chr01 40500000 40599999 26718
Chr01 40600000 40699999 21777
Chr01 40700000 40799999 26736
Chr01 40800000 40899999 28107
Chr01 40900000 40999999 25648
Chr01 41000000 41099999 23988
Chr01 41100000 41199999 25815
Chr01 41200000 41299999 24017
Chr01 41300000 41399999 28217
Chr01 41400000 41499999 28234
Chr01 41500000 41599999 25188
Chr01 41600000 41699999 29259
Chr01 41700000 41799999 25176
Chr01 41800000 41899999 24095
Chr01 41900000 41999999 24398
Chr01 42000000 42099999 27553
Chr01 42100000 42199999 26666
Chr01 42200000 42299999 26697
Chr01 42300000 42399999 24327
Chr01 42400000 42499999 24612
Chr01 42500000 42599999 24887
Chr01 42600000 42699999 25168
Chr01 42700000 42799999 19769
Chr01 42800000 42899999 25947
Chr01 42900000 42999999 28881
Chr01 43000000 43099999 26448
Chr01 43100000 43199999 23916
Chr01 43200000 43299999 29252
Chr01 43300000 43399999 28347
Chr01 43400000 43499999 23163
Chr01 43500000 43599999 24506
Chr01 43600000 43699999 25489
Chr01 43700000 43799999 27974
Chr01 43800000 43899999 25253
Chr01 43900000 43999999 26643
Chr01 44000000 44099999 23003
Chr01 44100000 44199999 26901
Chr01 44200000 44299999 27199
Chr01 44300000 44399999 28325
Chr01 44400000 44499999 25681
Chr01 44500000 44599999 24438
Chr01 44600000 44699999 25448
Chr01 44700000 44799999 27915
Chr01 44800000 44899999 28701
Chr01 44900000 44999999 25622
Chr01 45000000 45099999 27873
Chr01 45100000 45199999 26413
Chr01 45200000 45299999 26161
Chr01 45300000 45399999 25130
Chr01 45400000 45499999 26694
Chr01 45500000 45599999 30394
Chr01 45600000 45699999 29232
Chr01 45700000 45799999 24968
Chr01 45800000 45899999 25923
Chr01 45900000 45999999 24771
Chr01 46000000 46099999 24735
Chr01 46100000 46199999 25739
Chr01 46200000 46299999 22128
Chr01 46300000 46399999 25254
Chr01 46400000 46499999 24783
Chr01 46500000 46599999 24588
Chr01 46600000 46699999 27867
Chr01 46700000 46799999 22386
Chr01 46800000 46899999 20974
Chr01 46900000 46999999 24527
Chr01 47000000 47099999 24831
Chr01 47100000 47199999 27795
Chr01 47200000 47299999 25329
Chr01 47300000 47399999 23508
Chr01 47400000 47499999 17279
Chr01 47500000 47599999 18728
Chr01 47600000 47699999 25641
Chr01 47700000 47799999 23290
Chr01 47800000 47899999 26315
Chr01 47900000 47999999 25619
Chr01 48000000 48099999 26127
Chr01 48100000 48199999 25938
Chr01 48200000 48299999 27856
Chr01 48300000 48399999 24697
Chr01 48400000 48499999 22756
Chr01 48500000 48599999 19235
Chr01 48600000 48699999 26181
Chr01 48700000 48799999 18152
Chr01 48800000 48899999 17016
Chr01 48900000 48999999 22554
Chr01 49000000 49099999 22796
Chr01 49100000 49199999 19941
Chr01 49200000 49299999 18815
Chr01 49300000 49399999 17241
Chr01 49400000 49499999 8999
Chr02 0 99999 23535
Chr02 100000 199999 20813
Chr02 200000 299999 16871
Chr02 300000 399999 24916
Chr02 400000 499999 30073
Chr02 500000 599999 27176
Chr02 600000 699999 31472
Chr02 700000 799999 31806
Chr02 800000 899999 23116
Chr02 900000 999999 23977
Chr02 1000000 1099999 26634
Chr02 1100000 1199999 27111
Chr02 1200000 1299999 28054
Chr02 1300000 1399999 23403
Chr02 1400000 1499999 24120
Chr02 1500000 1599999 23893
Chr02 1600000 1699999 27076
Chr02 1700000 1799999 26662
Chr02 1800000 1899999 23762
Chr02 1900000 1999999 27416
Chr02 2000000 2099999 25079
Chr02 2100000 2199999 22929
Chr02 2200000 2299999 24945
Chr02 2300000 2399999 25814
Chr02 2400000 2499999 22146
Chr02 2500000 2599999 22328
Chr02 2600000 2699999 26134
Chr02 2700000 2799999 25533
Chr02 2800000 2899999 21865
Chr02 2900000 2999999 23642
Chr02 3000000 3099999 21464
Chr02 3100000 3199999 27691
Chr02 3200000 3299999 22564
Chr02 3300000 3399999 17331
Chr02 3400000 3499999 23017
Chr02 3500000 3599999 25215
Chr02 3600000 3699999 23390
Chr02 3700000 3799999 19764
Chr02 3800000 3899999 13881
Chr02 3900000 3999999 20119
Chr02 4000000 4099999 22588
Chr02 4100000 4199999 18905
Chr02 4200000 4299999 20705
Chr02 4300000 4399999 22995
Chr02 4400000 4499999 22017
Chr02 4500000 4599999 25494
Chr02 4600000 4699999 22265
Chr02 4700000 4799999 20700
Chr02 4800000 4899999 21714
Chr02 4900000 4999999 23300
Chr02 5000000 5099999 23177
Chr02 5100000 5199999 19452
Chr02 5200000 5299999 24583
Chr02 5300000 5399999 22792
Chr02 5400000 5499999 24228
Chr02 5500000 5599999 23137
Chr02 5600000 5699999 22912
Chr02 5700000 5799999 23278
Chr02 5800000 5899999 22171
Chr02 5900000 5999999 25176
Chr02 6000000 6099999 21746
Chr02 6100000 6199999 18883
Chr02 6200000 6299999 21529
Chr02 6300000 6399999 26564
Chr02 6400000 6499999 23716
Chr02 6500000 6599999 25097
Chr02 6600000 6699999 21571
Chr02 6700000 6799999 17806
Chr02 6800000 6899999 29452
Chr02 6900000 6999999 25928
Chr02 7000000 7099999 26735
Chr02 7100000 7199999 22629
Chr02 7200000 7299999 25660
Chr02 7300000 7399999 24869
Chr02 7400000 7499999 21905
Chr02 7500000 7599999 25202
Chr02 7600000 7699999 24745
Chr02 7700000 7799999 27128
Chr02 7800000 7899999 25924
Chr02 7900000 7999999 25988
Chr02 8000000 8099999 25449
Chr02 8100000 8199999 29656
Chr02 8200000 8299999 24132
Chr02 8300000 8399999 25146
Chr02 8400000 8499999 25567
Chr02 8500000 8599999 26619
Chr02 8600000 8699999 26860
Chr02 8700000 8799999 22543
Chr02 8800000 8899999 25225
Chr02 8900000 8999999 24491
Chr02 9000000 9099999 27682
Chr02 9100000 9199999 17349
Chr02 9200000 9299999 23907
Chr02 9300000 9399999 27534
Chr02 9400000 9499999 21266
Chr02 9500000 9599999 24796
Chr02 9600000 9699999 26855
Chr02 9700000 9799999 27048
Chr02 9800000 9899999 25064
Chr02 9900000 9999999 27832
Chr02 10000000 10099999 18958
Chr02 10100000 10199999 19564
Chr02 10200000 10299999 17801
Chr02 10300000 10399999 19699
Chr02 10400000 10499999 26370
Chr02 10500000 10599999 28474
Chr02 10600000 10699999 26353
Chr02 10700000 10799999 25539
Chr02 10800000 10899999 26035
Chr02 10900000 10999999 26600
Chr02 11000000 11099999 25741
Chr02 11100000 11199999 26781
Chr02 11200000 11299999 25809
Chr02 11300000 11399999 27517
Chr02 11400000 11499999 24596
Chr02 11500000 11599999 27107
Chr02 11600000 11699999 25358
Chr02 11700000 11799999 26071
Chr02 11800000 11899999 27697
Chr02 11900000 11999999 28714
Chr02 12000000 12099999 26032
Chr02 12100000 12199999 23177
Chr02 12200000 12299999 25721
Chr02 12300000 12399999 20694
Chr02 12400000 12499999 16170
Chr02 12500000 12599999 19789
Chr02 12600000 12699999 25824
Chr02 12700000 12799999 24845
Chr02 12800000 12899999 26996
Chr02 12900000 12999999 26777
Chr02 13000000 13099999 26071
Chr02 13100000 13199999 25181
Chr02 13200000 13299999 25483
Chr02 13300000 13399999 26474
Chr02 13400000 13499999 29016
Chr02 13500000 13599999 17180
Chr02 13600000 13699999 17319
Chr02 13700000 13799999 22210
Chr02 13800000 13899999 18684
Chr02 13900000 13999999 20397
Chr02 14000000 14099999 19151
Chr02 14100000 14199999 25368
Chr02 14200000 14299999 24155
Chr02 14300000 14399999 25794
Chr02 14400000 14499999 24707
Chr02 14500000 14599999 27017
Chr02 14600000 14699999 26830
Chr02 14700000 14799999 25404
Chr02 14800000 14899999 24165
Chr02 14900000 14999999 25132
Chr02 15000000 15099999 26155
Chr02 15100000 15199999 22282
Chr02 15200000 15299999 23815
Chr02 15300000 15399999 25051
Chr02 15400000 15499999 22820
Chr02 15500000 15599999 23120
Chr02 15600000 15699999 23933
Chr02 15700000 15799999 23228
Chr02 15800000 15899999 24945
Chr02 15900000 15999999 26044
Chr02 16000000 16099999 21286
Chr02 16100000 16199999 20786
Chr02 16200000 16299999 25359
Chr02 16300000 16399999 25380
Chr02 16400000 16499999 26333
Chr02 16500000 16599999 26983
Chr02 16600000 16699999 25654
Chr02 16700000 16799999 24087
Chr02 16800000 16899999 16912
Chr02 16900000 16999999 28090
Chr02 17000000 17099999 23864
Chr02 17100000 17199999 24493
Chr02 17200000 17299999 23342
Chr02 17300000 17399999 22861
Chr02 17400000 17499999 26176
Chr02 17500000 17599999 23222
Chr02 17600000 17699999 23816
Chr02 17700000 17799999 23169
Chr02 17800000 17899999 23335
Chr02 17900000 17999999 24800
Chr02 18000000 18099999 26869
Chr02 18100000 18199999 23600
Chr02 18200000 18299999 24026
Chr02 18300000 18399999 24296
Chr02 18400000 18499999 15084
Chr02 18500000 18599999 17083
Chr02 18600000 18699999 19315
Chr02 18700000 18799999 26530
Chr02 18800000 18899999 22585
Chr02 18900000 18999999 24253
Chr02 19000000 19099999 19979
Chr02 19100000 19199999 25539
Chr02 19200000 19299999 23055
Chr02 19300000 19399999 24050
Chr02 19400000 19499999 20817
Chr02 19500000 19599999 28319
Chr02 19600000 19699999 24436
Chr02 19700000 19799999 25414
Chr02 19800000 19899999 25331
Chr02 19900000 19999999 20794
Chr02 20000000 20099999 23646
Chr02 20100000 20199999 22766
Chr02 20200000 20299999 25611
Chr02 20300000 20399999 25574
Chr02 20400000 20499999 20159
Chr02 20500000 20599999 22079
Chr02 20600000 20699999 24267
Chr02 20700000 20799999 24407
Chr02 20800000 20899999 26225
Chr02 20900000 20999999 24484
Chr02 21000000 21099999 26346
Chr02 21100000 21199999 21737
Chr02 21200000 21299999 25412
Chr02 21300000 21399999 19392
Chr02 21400000 21499999 22331
Chr02 21500000 21599999 21161
Chr02 21600000 21699999 18048
Chr02 21700000 21799999 21373
Chr02 21800000 21899999 23848
Chr02 21900000 21999999 25720
Chr02 22000000 22099999 23091
Chr02 22100000 22199999 23040
Chr02 22200000 22299999 21005
Chr02 22300000 22399999 20702
Chr02 22400000 22499999 21978
Chr02 22500000 22599999 23410
Chr02 22600000 22699999 20182
Chr02 22700000 22799999 22905
Chr02 22800000 22899999 18089
Chr02 22900000 22999999 10834
Chr02 23000000 23099999 14040
Chr02 23100000 23199999 22405
Chr02 23200000 23299999 21148
Chr02 23300000 23399999 22746
Chr02 23400000 23499999 19867
Chr02 23500000 23599999 22923
Chr02 23600000 23699999 21657
Chr02 23700000 23799999 22640
Chr02 23800000 23899999 21586
Chr02 23900000 23999999 22140
Chr02 24000000 24099999 22973
Chr02 24100000 24199999 20840
Chr02 24200000 24299999 22927
Chr02 24300000 24399999 20679
Chr02 24400000 24499999 21912
Chr02 24500000 24599999 21459
Chr02 24600000 24699999 22424
Chr02 24700000 24799999 21794
Chr02 24800000 24899999 21751
Chr02 24900000 24999999 23563
Chr02 25000000 25099999 23121
Chr02 25100000 25199999 22458
Chr02 25200000 25299999 21868
Chr02 25300000 25399999 19908
Chr02 25400000 25499999 13174
Chr02 25500000 25599999 20911
Chr02 25600000 25699999 24940
Chr02 25700000 25799999 23599
Chr02 25800000 25899999 22092
Chr02 25900000 25999999 23044
Chr02 26000000 26099999 20651
Chr02 26100000 26199999 18021
Chr02 26200000 26299999 14965
Chr02 26300000 26399999 21680
Chr02 26400000 26499999 21181
Chr02 26500000 26599999 21559
Chr02 26600000 26699999 19234
Chr02 26700000 26799999 21163
Chr02 26800000 26899999 16920
Chr02 26900000 26999999 22459
Chr02 27000000 27099999 22183
Chr02 27100000 27199999 23201
Chr02 27200000 27299999 20531
Chr02 27300000 27399999 23462
Chr02 27400000 27499999 21984
Chr02 27500000 27599999 21855
Chr02 27600000 27699999 20942
Chr02 27700000 27799999 22382
Chr02 27800000 27899999 24050
Chr02 27900000 27999999 16472
Chr02 28000000 28099999 24231
Chr02 28100000 28199999 23177
Chr02 28200000 28299999 23220
Chr02 28300000 28399999 21835
Chr02 28400000 28499999 24132
Chr02 28500000 28599999 23296
Chr02 28600000 28699999 18753
Chr02 28700000 28799999 18232
Chr02 28800000 28899999 14022
Chr02 28900000 28999999 17960
Chr02 29000000 29099999 14925
Chr02 29100000 29199999 18593
Chr02 29200000 29299999 14412
Chr02 29300000 29399999 16103
Chr02 29400000 29499999 19996
Chr02 29500000 29599999 18934
Chr02 29600000 29699999 22930
Chr02 29700000 29799999 21672
Chr02 29800000 29899999 25605
Chr02 29900000 29999999 23135
Chr02 30000000 30099999 24498
Chr02 30100000 30199999 21886
Chr02 30200000 30299999 22862
Chr02 30300000 30399999 24727
Chr02 30400000 30499999 25206
Chr02 30500000 30599999 25747
Chr02 30600000 30699999 24417
Chr02 30700000 30799999 23546
Chr02 30800000 30899999 24740
Chr02 30900000 30999999 23315
Chr02 31000000 31099999 23561
Chr02 31100000 31199999 21482
Chr02 31200000 31299999 22225
Chr02 31300000 31399999 21547
Chr02 31400000 31499999 21903
Chr02 31500000 31599999 19009
Chr02 31600000 31699999 23406
Chr02 31700000 31799999 19987
Chr02 31800000 31899999 26228
Chr02 31900000 31999999 22864
Chr02 32000000 32099999 24426
Chr02 32100000 32199999 23693
Chr02 32200000 32299999 23240
Chr02 32300000 32399999 26335
Chr02 32400000 32499999 23310
Chr02 32500000 32599999 24800
Chr02 32600000 32699999 24395
Chr02 32700000 32799999 23850
Chr02 32800000 32899999 18278
Chr02 32900000 32999999 18575
Chr02 33000000 33099999 13709
Chr02 33100000 33199999 18537
Chr02 33200000 33299999 26113
Chr02 33300000 33399999 27255
Chr02 33400000 33499999 24081
Chr02 33500000 33599999 24748
Chr02 33600000 33699999 22936
Chr02 33700000 33799999 24238
Chr02 33800000 33899999 26320
Chr02 33900000 33999999 25039
Chr02 34000000 34099999 26217
Chr02 34100000 34199999 28822
Chr02 34200000 34299999 24783
Chr02 34300000 34399999 27042
Chr02 34400000 34499999 16578
Chr02 34500000 34599999 19157
Chr02 34600000 34699999 24287
Chr02 34700000 34799999 25508
Chr02 34800000 34899999 28060
Chr02 34900000 34999999 24973
Chr02 35000000 35099999 24191
Chr02 35100000 35199999 26777
Chr02 35200000 35299999 24123
Chr02 35300000 35399999 25767
Chr02 35400000 35499999 27250
Chr02 35500000 35599999 23649
Chr02 35600000 35699999 24776
Chr02 35700000 35799999 22424
Chr02 35800000 35899999 24572
Chr02 35900000 35999999 25325
Chr02 36000000 36099999 24821
Chr02 36100000 36199999 27773
Chr02 36200000 36299999 24084
Chr02 36300000 36399999 23716
Chr02 36400000 36499999 25803
Chr02 36500000 36599999 23379
Chr02 36600000 36699999 25427
Chr02 36700000 36799999 24335
Chr02 36800000 36899999 24366
Chr02 36900000 36999999 28679
Chr02 37000000 37099999 21191
Chr02 37100000 37199999 19809
Chr02 37200000 37299999 18827
Chr02 37300000 37399999 22963
Chr02 37400000 37499999 28140
Chr02 37500000 37599999 24788
Chr02 37600000 37699999 21375
Chr02 37700000 37799999 22648
Chr02 37800000 37899999 19777
